,accuracy,accuracy,precision_macro,precision_macro,recall_macro,recall_macro,f1_macro,f1_macro,weighted_f1,weighted_f1
,mean,std,mean,std,mean,std,mean,std,mean,std
split,,,,,,,,,,
chronological,0.4321353065539112,0.02771088774259777,0.48566773891458437,0.01623660528750064,0.4744384661770824,0.010778610726060747,0.42650209737619293,0.018116291055540332,0.4602303962630795,0.02804614677624851
random,0.575054704595186,0.010764441029539449,0.5836850101460425,0.008875013214771243,0.5712947638137973,0.009083917356285755,0.5761260007905836,0.008937383897469222,0.5750718623410613,0.010543410765010128
